"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.8928046989720997","0.010796240785689542","0.3456852791878173","0.21666666666666667","16","9","false","CLDN5","31.0625","0","16","0","0.9865758531987794","false","0","CLDN5","42342","0.12918410041841005"
"2.709251101321586","0.01970954148825637","0.3691056910569106","0.2205128205128205","40","8","false","CXCR4","27.0","0","40","0","0.9878776517636766","false","0","CXCR4","92500","0.09113175675675676"
"3.0455212922173276","0.005995655472621945","0.328351012536162","0.15555555555555556","10","9","false","NOX1","25.9","0","10","0","0.9854927567927849","false","0","NOX1","20340","0.13526315789473684"
"2.66079295154185","0.01702172045436587","0.37582781456953646","0.30017006802721086","49","9","false","CXCL12","35.55102040816327","0","49","0","0.9882213265848095","false","0","CXCL12","98422","0.1090522098409916"
"3.948604992657856","0.0025923774696404727","0.25325399776868723","0.0","5","10","false","CADM3","6.4","0","5","0","0.9790879078534903","false","0","CADM3","8310","0.2076923076923077"
"2.8619676945668133","0.008009805764569963","0.3494099538224731","0.4236453201970443","29","9","false","CCL5","33.6551724137931","0","29","0","0.9867945553576822","false","0","CCL5","38068","0.13448275862068965"
"3.7033773861967694","0.0011138246065425718","0.2700237906423473","0.19047619047619047","7","9","false","ACSL6","8.142857142857142","0","7","0","0.9808271107361932","false","0","ACSL6","2948","0.1870748299319728"
"3.3744493392070485","0.004988228920075337","0.2963446475195822","0.16363636363636364","11","8","false","MOGAT2","11.636363636363637","0","11","0","0.9831599337644891","false","0","MOGAT2","14168","0.1358288770053476"
"3.44640234948605","0.0055414241559164435","0.2901576480613549","0.4222222222222222","10","10","false","PDLIM4","18.2","0","10","0","0.9826496287270493","false","0","PDLIM4","19112","0.1978021978021978"
"3.3348017621145374","8.773182653827999E-4","0.2998678996036988","0.4","6","9","false","SLC27A2","19.666666666666668","0","6","0","0.983441122254507","false","0","SLC27A2","4226","0.23214285714285715"
"3.5712187958883996","7.526621962580499E-4","0.280016447368421","0.13333333333333333","6","9","false","GPD1","16.166666666666668","0","6","0","0.9817644057029191","false","0","GPD1","2978","0.24358974358974358"
"3.4640234948604993","9.87690353532447E-4","0.2886816447647308","0.1","5","10","false","MN1","17.8","0","5","0","0.9825246560648192","false","0","MN1","3744","0.22337662337662337"
"3.2129221732745963","0.009196659106818432","0.3112431444241316","0.14102564102564102","13","9","false","HMGCS2","15.307692307692308","0","13","0","0.9843055165015986","false","0","HMGCS2","31322","0.12"
"3.5242290748898677","0.0013595274824610081","0.28375","0.13333333333333333","6","9","false","CEL","11.166666666666666","0","6","0","0.982097666135533","false","0","CEL","4054","0.19753086419753085"
"2.656387665198238","0.017569349151981932","0.37645107794361526","0.2922077922077922","56","9","false","ACTA2","35.57142857142857","0","56","0","0.9882525697503672","false","0","ACTA2","115112","0.11081441922563418"
"2.4919236417033774","0.037516758840972594","0.40129640542133177","0.24993317294840953","87","8","false","COL1A1","32.04597701149425","0","87","0","0.989418981264515","false","0","COL1A1","211184","0.08828092840632025"
"3.4434654919236416","0.0015725252073573875","0.29040511727078894","0.32142857142857145","8","10","false","CAP2","18.875","0","8","0","0.9826704575040878","false","0","CAP2","7040","0.21264367816091953"
"2.7430249632892805","0.004444946179602529","0.3645610278372591","0.4076655052264808","42","9","false","TGFB3","40.357142857142854","0","42","0","0.9876381208277356","false","0","TGFB3","34242","0.13588263588263588"
"2.9368575624082234","0.003171605633052269","0.34049999999999997","0.4031620553359684","23","9","false","CNN1","31.391304347826086","0","23","0","0.9862634215432041","false","0","CNN1","17884","0.14560161779575329"
"3.3362701908957417","0.0011204000927642224","0.29973591549295775","0.22727272727272727","12","10","false","CASQ2","17.333333333333332","0","12","0","0.9834307078659877","false","0","CASQ2","5394","0.15072463768115943"
"2.679882525697504","0.016103645358024818","0.3731506849315068","0.30064754856614245","47","9","false","PDGFRB","37.787234042553195","0","47","0","0.9880859395340602","false","0","PDGFRB","91004","0.12013823011248137"
"3.2555066079295156","0.00401654431659038","0.3071718538565629","0.21212121212121213","12","9","false","KCNMB1","19.916666666666668","0","12","0","0.9840034992345426","false","0","KCNMB1","14322","0.15320512820512822"
"2.7224669603524227","0.02189181003100417","0.3673139158576052","0.32765151515151514","33","8","false","MYL9","31.303030303030305","0","33","0","0.9877839222670041","false","0","MYL9","91822","0.10869107744107744"
"2.5844346549192365","0.038375347303980505","0.38693181818181815","0.19047619047619047","43","8","false","PPARG","29.906976744186046","0","43","0","0.9887628747878068","false","0","PPARG","160190","0.08271596985118856"
"3.1527165932452275","0.0011699255035688956","0.31718677224033537","0.32051282051282054","13","9","false","DBN1","26.23076923076923","0","13","0","0.9847325064308848","false","0","DBN1","8316","0.16933066933066934"
"2.654919236417034","0.011021709222696515","0.3766592920353982","0.3142857142857143","71","8","false","COL1A2","33.91549295774648","0","71","0","0.9882629841388862","false","0","COL1A2","77900","0.11083494430636104"
"3.2452276064610865","3.3823605894592047E-4","0.3081447963800905","0.6025641025641025","13","10","false","CFL2","28.923076923076923","0","13","0","0.9840763999541766","false","0","CFL2","2012","0.21746674378253325"
"2.604992657856094","0.018157220962878615","0.3838782412626832","0.2874231032125769","77","8","false","COL3A1","33.12987012987013","0","77","0","0.9886170733485384","false","0","COL3A1","125152","0.10288779543437929"
"2.8854625550660793","0.010357146085262028","0.3465648854961832","0.44886363636363635","33","9","false","EFEMP2","40.484848484848484","0","33","0","0.9866279251413753","false","0","EFEMP2","60370","0.16512059369202226"
"3.3377386196769456","2.0356915469638582E-4","0.2996040475142983","0.4642857142857143","8","9","false","SPEG","28.125","0","8","0","0.9834202934774685","false","0","SPEG","922","0.2653301886792453"
"2.9295154185022025","0.008067739599161282","0.34135338345864663","0.28095238095238095","21","9","false","CSPG4","35.333333333333336","0","21","0","0.9863154934857999","false","0","CSPG4","37688","0.1525458668315811"
"2.8105726872246697","0.005838031996649414","0.3557993730407523","0.37606837606837606","27","9","false","TLN1","33.888888888888886","0","27","0","0.9871590589558534","false","0","TLN1","26340","0.1261746821448314"
"2.7694566813509547","0.004340045179831991","0.36108165429480377","0.4276018099547511","52","9","false","FBN1","39.05769230769231","0","52","0","0.9874506618343903","false","0","FBN1","36622","0.14049529607083563"
"2.7048458149779737","0.008498545597567825","0.3697068403908795","0.3519125683060109","61","9","false","BGN","35.57377049180328","0","61","0","0.9879088949292343","false","0","BGN","59040","0.1209992193598751"
"3.1160058737151246","0.0024394066439419825","0.32092365692742697","0.23333333333333334","16","9","false","PLS1","21.8125","0","16","0","0.9849928661438644","false","0","PLS1","10020","0.13870967741935483"
"2.9544787077826724","0.005134068342758943","0.3384691848906561","0.5384615384615384","27","8","false","FBLN5","41.44444444444444","0","27","0","0.986138448880974","false","0","FBLN5","25166","0.18321861684693544"
"3.2129221732745963","8.916189905878491E-4","0.3112431444241316","0.4166666666666667","9","9","false","SVIL","29.88888888888889","0","9","0","0.9843055165015986","false","0","SVIL","4898","0.23633156966490299"
"2.765051395007342","0.016929329916602832","0.3616569304301646","0.29590017825311943","34","9","false","MYLK","29.58823529411765","0","34","0","0.987481904999948","false","0","MYLK","71486","0.103976801988401"
"2.935389133627019","0.00541413177370041","0.34067033516758377","0.3939393939393939","22","9","false","MYH10","29.5","0","22","0","0.9862738359317234","false","0","MYH10","23398","0.13490408673894913"
"2.935389133627019","0.0017455547164275608","0.34067033516758377","0.39869281045751637","18","9","false","ZEB1","39.611111111111114","0","18","0","0.9862738359317234","false","0","ZEB1","10282","0.17198067632850242"
"2.813509544787078","0.006181353569908146","0.3554279749478079","0.41025641025641024","27","9","false","CALD1","37.629629629629626","0","27","0","0.9871382301788151","false","0","CALD1","37894","0.1461305663640294"
"3.1674008810572687","0.001782176096088704","0.3157162726008345","0.6","15","9","false","LMOD1","28.066666666666666","0","15","0","0.9846283625456932","false","0","LMOD1","9472","0.1958041958041958"
"3.1644640234948604","9.456503045547212E-4","0.3160092807424594","0.6153846153846154","14","9","false","CSRP1","32.5","0","14","0","0.9846491913227314","false","0","CSRP1","8750","0.22569444444444445"
"2.606461086637298","0.037632467107436215","0.3836619718309859","0.19060283687943264","48","9","false","FLNA","28.5625","0","48","0","0.9886066589600192","false","0","FLNA","165186","0.08444609297725025"
"3.2202643171806167","5.972749874369762E-4","0.31053351573187415","0.6095238095238096","15","9","false","SORBS1","28.866666666666667","0","15","0","0.9842534445590028","false","0","SORBS1","3410","0.207673860911271"
"2.765051395007342","0.005456308924203935","0.3616569304301646","0.4146938775510204","50","9","false","COL5A1","38.34","0","50","0","0.987481904999948","false","0","COL5A1","41940","0.13992700729927007"
"3.267254038179148","7.508422400594028E-4","0.3060674157303371","0.42857142857142855","15","9","false","TNNC2","23.333333333333332","0","15","0","0.983920184126389","false","0","TNNC2","3900","0.1912568306010929"
"2.9559471365638768","0.002006133630945451","0.338301043219076","0.42292490118577075","23","8","false","ASPN","38.869565217391305","0","23","0","0.9861280344924548","false","0","ASPN","14560","0.17912242035664194"
"2.947136563876652","0.0023546587134124605","0.3393124065769806","0.42328042328042326","28","9","false","TPM2","28.821428571428573","0","28","0","0.9861905208235698","false","0","TPM2","16058","0.13790157211209844"
"2.9823788546255505","0.0012026315059577096","0.3353028064992615","0.32051282051282054","13","9","false","FSCN1","36.38461538461539","0","13","0","0.9859405754991095","false","0","FSCN1","7414","0.1728937728937729"
"2.763582966226138","0.01419152437817619","0.3618490967056323","0.24024390243902438","41","9","false","ACTN1","24.365853658536587","0","41","0","0.9874923193884672","false","0","ACTN1","59940","0.0883370288248337"
"2.632892804698972","0.018495459647550803","0.3798103736754044","0.3184313725490196","51","8","false","SPP1","38.15686274509804","0","51","0","0.9884191999666739","false","0","SPP1","105516","0.11521829275516854"
"2.750367107195301","0.013219182119466735","0.3635878270154832","0.308974358974359","40","9","false","MYH11","34.0","0","40","0","0.9875860488851397","false","0","MYH11","80916","0.11683848797250859"
"3.4713656387665197","0.0023975957771524975","0.2880710659898477","0.2857142857142857","7","10","false","DAAM2","21.571428571428573","0","7","0","0.9824725841222233","false","0","DAAM2","10648","0.2391653290529695"
"2.8472834067547725","0.006550536554156497","0.3512119649303765","0.34408602150537637","31","9","false","ACTG2","27.096774193548388","0","31","0","0.986898699242874","false","0","ACTG2","34332","0.10869283585956731"
"3.186490455212922","0.005743849340332881","0.3138248847926267","0.19166666666666668","16","9","false","MYO1A","17.25","0","16","0","0.9844929754949439","false","0","MYO1A","24914","0.12686567164179105"
"2.9897209985315714","0.0033893365866556305","0.33447937131630645","0.6043956043956044","14","9","false","MYOCD","41.357142857142854","0","14","0","0.9858885035565137","false","0","MYOCD","18120","0.19814560439560439"
"2.7033773861967694","0.014015749405878864","0.36990765888104293","0.23995771670190275","44","8","false","ITGAM","28.522727272727273","0","44","0","0.9879193093177534","false","0","ITGAM","73330","0.09321152703505645"
"3.274596182085169","0.0018230694777263538","0.3053811659192825","0.46153846153846156","13","9","false","TNNT1","23.76923076923077","0","13","0","0.9838681121837932","false","0","TNNT1","8218","0.21153846153846154"
"2.66079295154185","0.021011186181097426","0.37582781456953646","0.25375375375375375","37","8","false","VIM","35.945945945945944","0","37","0","0.9882213265848095","false","0","VIM","114426","0.10992644020166956"
"2.656387665198238","0.017311447143645752","0.37645107794361526","0.28996598639455784","49","9","false","TAGLN","36.02040816326531","0","49","0","0.9882525697503672","false","0","TAGLN","104822","0.11392405063291139"
"3.3582966226138034","0.001841365721054794","0.2977700043725404","0.25","8","10","false","TUBA1A","19.25","0","8","0","0.9832744920381999","false","0","TUBA1A","6338","0.19921875"
"3.0337738619676946","7.447989651409613E-4","0.32962245885769603","0.3","5","9","false","ANXA6","49.4","0","5","0","0.9855760719009384","false","0","ANXA6","2980","0.25204081632653064"
"3.631424375917768","0.002564812840750362","0.2753740396279822","0.16666666666666666","4","10","false","ANXA10","18.5","0","4","0","0.9813374157736329","false","0","ANXA10","8826","0.33962264150943394"
"3.345080763582966","6.518978475126506E-5","0.2989464442493415","0.16666666666666666","4","9","false","KLF9","29.0","0","4","0","0.9833682215348727","false","0","KLF9","408","0.3131868131868132"
"3.6240822320117476","4.4468204897816105E-4","0.27593192868719607","0.0","3","10","false","PSD","19.0","0","3","0","0.9813894877162288","false","0","PSD","1320","0.3333333333333333"
"2.7033773861967694","0.02491972573066794","0.36990765888104293","0.13768115942028986","24","8","false","CDH17","28.75","0","24","0","0.9879193093177534","false","0","CDH17","88042","0.09402412280701754"
"3.0308370044052864","0.001125079038857907","0.32994186046511625","0.3055555555555556","9","9","false","TNS1","33.111111111111114","0","9","0","0.9855969006779766","false","0","TNS1","5216","0.16780045351473924"
"3.0543318649045523","0.015019719870143899","0.32740384615384616","0.12121212121212122","22","9","false","CACNA1C","14.818181818181818","0","22","0","0.9854302704616699","false","0","CACNA1C","52404","0.07875546912980068"
"2.816446402349486","0.003910232630520568","0.3550573514077164","0.3787878787878788","33","9","false","ITGB6","40.90909090909091","0","33","0","0.9871174014017766","false","0","ITGB6","28248","0.15140291806958472"
"3.3377386196769456","0.003943155120999301","0.2996040475142983","0.3516483516483517","14","10","false","PDLIM3","17.642857142857142","0","14","0","0.9834202934774685","false","0","PDLIM3","14840","0.15279503105590062"
"3.3861967694566815","0.002671804264603492","0.295316565481353","0.21212121212121213","12","10","false","NEXN","18.333333333333332","0","12","0","0.9830766186563356","false","0","NEXN","11548","0.18622448979591838"
"3.2305433186490453","1.0647340916740813E-4","0.30954545454545457","0.7727272727272727","12","9","false","COL17A1","46.5","0","12","0","0.9841805438393685","false","0","COL17A1","830","0.3184931506849315"
"2.895741556534508","0.011044133969006985","0.3453346855983773","0.3161764705882353","17","9","false","FERMT2","34.1764705882353","0","17","0","0.986555024421741","false","0","FERMT2","39020","0.14166666666666666"
"3.2085168869309837","0.001314929445321197","0.3116704805491991","0.38461538461538464","14","9","false","PDLIM7","22.214285714285715","0","14","0","0.9843367596671561","false","0","PDLIM7","6796","0.17573696145124718"
"3.4302496328928047","7.191187791435993E-4","0.2915239726027397","0.0","3","10","false","AHNAK2","31.333333333333332","0","3","0","0.9827641870007602","false","0","AHNAK2","3204","0.3611111111111111"
"2.7386196769456683","0.01066157452911624","0.3651474530831099","0.2803030303030303","33","8","false","ITGB2","33.03030303030303","0","33","0","0.9876693639932932","false","0","ITGB2","54586","0.11252456303650843"
"3.383259911894273","3.187037778895556E-4","0.2955729166666667","0.16666666666666666","4","9","false","COLEC12","32.25","0","4","0","0.983097447433374","false","0","COLEC12","1206","0.28348214285714285"
"2.919236417033774","0.004097808588283179","0.3425553319919517","0.34285714285714286","15","9","false","TGFB1I1","31.933333333333334","0","15","0","0.9863883942054342","false","0","TGFB1I1","14676","0.14133333333333334"
"2.8737151248164463","0.0013107269732151661","0.3479816044966786","0.4746376811594203","24","9","false","ITGA7","42.708333333333336","0","24","0","0.9867112402495288","false","0","ITGA7","13098","0.17015272244355908"
"3.0176211453744495","0.0033395638137679253","0.3313868613138686","0.28888888888888886","10","9","false","PALLD","33.6","0","10","0","0.9856906301746493","false","0","PALLD","13868","0.16341463414634147"
"3.120411160058737","0.007316319240692806","0.3204705882352941","0.18064516129032257","31","10","false","LDB3","17.0","0","31","0","0.9849616229783067","false","0","LDB3","30718","0.1009984639016897"
"3.168869309838473","0.0016298593729145716","0.3155699721964782","0.3333333333333333","4","9","false","ADAM33","41.75","0","4","0","0.984617948157174","false","0","ADAM33","3786","0.2693548387096774"
"3.9397944199706316","0.0","0.25382035035408124","1.0","2","10","false","SCGB2A1","8.0","0","2","0","0.9791503941846054","false","0","SCGB2A1","0","0.5714285714285714"
"2.973568281938326","0.002089276689462738","0.3362962962962963","0.3484848484848485","12","8","false","IL33","31.333333333333332","0","12","0","0.9860030618302247","false","0","IL33","9256","0.1539408866995074"
"2.9853157121879588","7.458123010963385E-4","0.33497294638465325","0.5036231884057971","24","8","false","COMP","44.625","0","24","0","0.9859197467220712","false","0","COMP","7036","0.21454326923076922"
"3.6519823788546257","0.0014838283076007187","0.2738238841978287","0.4","5","9","false","VGF","12.0","0","5","0","0.9811916143343643","false","0","VGF","6282","0.24081632653061225"
